id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
831,wooloo,normal,"fluffy, run-away, bulletproof","stomp, double-kick, headbutt, tackle, take-down, double-edge, growl, counter, thunder-wave, agility, defense-curl, rest, substitute, snore, reversal, protect, endure, swagger, attract, sleep-talk, facade, payback, copycat, guard-swap, guard-split, electro-ball, round, wild-charge, cotton-guard, grassy-glide",42,40,55,40,45,48,6,60,8.0,quadruped,white,16.666666666666668,270,6.3944601599999995,122.66736221348165
832,dubwool,normal,"fluffy, steadfast, bulletproof","swords-dance, double-kick, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, hyper-beam, thunder-wave, agility, defense-curl, rest, substitute, snore, reversal, protect, endure, attract, sleep-talk, baton-pass, facade, bounce, payback, copycat, guard-swap, last-resort, giga-impact, zen-headbutt, guard-split, electro-ball, round, retaliate, wild-charge, cotton-guard, body-press, grassy-glide",72,80,100,60,90,88,13,430,8.0,quadruped,white,25.44378698224852,490,11.72317696,2954.8068777627086
833,chewtle,water,"strong-jaw, shell-armor, swift-swim","headbutt, tackle, body-slam, take-down, bite, water-gun, hydro-pump, surf, counter, waterfall, skull-bash, rest, substitute, snore, protect, scary-face, endure, false-swipe, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, revenge, dive, mud-shot, water-pulse, payback, assurance, gastro-acid, poison-jab, ice-fang, round, shell-smash, dragon-tail, stomping-tantrum, liquidation, jaw-lock, scale-shot, skitter-smack, tera-blast, chilling-water",50,64,50,38,38,44,3,85,8.0,quadruped,green,94.44444444444444,284,5.86158848,146.022432912692
834,drednaw,"water, rock","strong-jaw, shell-armor, swift-swim","swords-dance, headbutt, tackle, body-slam, take-down, double-edge, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, counter, earthquake, dig, waterfall, rest, rock-slide, super-fang, substitute, snore, protect, scary-face, sandstorm, endure, false-swipe, attract, sleep-talk, megahorn, iron-tail, rain-dance, crunch, whirlpool, facade, superpower, revenge, dive, rock-tomb, sand-tomb, muddy-water, iron-defense, mud-shot, rock-blast, water-pulse, payback, assurance, rock-polish, poison-jab, earth-power, giga-impact, ice-fang, stone-edge, stealth-rock, head-smash, round, scald, bulldoze, razor-shell, high-horsepower, throat-chop, smart-strike, stomping-tantrum, liquidation, jaw-lock, body-press, scale-shot, meteor-beam, skitter-smack, tera-blast, ice-spinner, chilling-water",90,115,90,48,68,74,10,1155,8.0,quadruped,green,115.5,485,9.85812608,5612.2980264799235
835,yamper,electric,"ball-fetch, rattled","sand-attack, tackle, double-edge, tail-whip, bite, roar, thunderbolt, thunder-wave, thunder, dig, swift, rest, substitute, snore, protect, endure, charm, spark, attract, sleep-talk, crunch, uproar, facade, charge, helping-hand, howl, thunder-fang, fire-fang, discharge, electro-ball, flame-charge, round, volt-switch, wild-charge, snarl, play-rough, nuzzle, rising-voltage",59,45,50,40,50,26,3,135,8.0,quadruped,yellow,150.0,270,3.4636659199999995,80.97962583624374
836,boltund,electric,"strong-jaw, competitive","tackle, tail-whip, bite, roar, hyper-beam, thunderbolt, thunder-wave, thunder, dig, agility, focus-energy, swift, rest, substitute, snore, protect, endure, charm, spark, attract, sleep-talk, crunch, uproar, facade, charge, helping-hand, hyper-voice, bulk-up, giga-impact, thunder-fang, fire-fang, electro-ball, round, volt-switch, wild-charge, snarl, electrify, play-rough, eerie-impulse, electric-terrain, nuzzle, psychic-fangs, rising-voltage",69,90,60,90,60,121,10,340,8.0,quadruped,yellow,34.0,490,16.11936832,4417.178595608933
837,rolycoly,rock,"steam-engine, heatproof, flash-fire","tackle, body-slam, take-down, dig, smokescreen, reflect, self-destruct, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, ancient-power, will-o-wisp, facade, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gyro-ball, rock-polish, power-gem, iron-head, stone-edge, stealth-rock, smack-down, round, incinerate, bulldoze, heat-crash, meteor-beam, tera-blast, temper-flare",30,40,50,40,50,30,3,120,8.0,ball,black,133.33333333333334,240,3.9965376,95.83387672928257
838,carkol,"rock, fire","steam-engine, flame-body, flash-fire","tackle, body-slam, take-down, flamethrower, fire-spin, dig, smokescreen, reflect, self-destruct, fire-blast, rest, rock-slide, substitute, snore, curse, protect, mud-slap, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, sunny-day, ancient-power, heat-wave, will-o-wisp, facade, overheat, rock-tomb, sand-tomb, iron-defense, rock-blast, gyro-ball, flare-blitz, rock-polish, power-gem, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, flame-charge, round, scald, incinerate, bulldoze, heat-crash, high-horsepower, burn-up, body-press, meteor-beam, scorching-sands, tera-blast, temper-flare",80,60,90,60,70,50,11,780,8.0,legs,black,64.46280991735536,410,6.660895999999999,1730.3338853898238
839,coalossal,"rock, fire","steam-engine, flame-body, flash-fire","mega-punch, fire-punch, mega-kick, tackle, body-slam, take-down, flamethrower, hyper-beam, solar-beam, fire-spin, earthquake, dig, smokescreen, reflect, self-destruct, fire-blast, rest, rock-slide, substitute, snore, curse, protect, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, sunny-day, ancient-power, heat-wave, will-o-wisp, facade, overheat, rock-tomb, sand-tomb, iron-defense, rock-blast, gyro-ball, flare-blitz, rock-polish, power-gem, earth-power, giga-impact, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, flame-charge, round, scald, incinerate, bulldoze, heat-crash, high-horsepower, burn-up, tar-shot, body-press, meteor-beam, scorching-sands, tera-blast, temper-flare",110,80,120,80,90,30,28,3105,8.0,humanoid,black,39.6045918367347,510,3.9965376,2479.701560370186
840,applin,"grass, dragon","ripen, gluttony, bulletproof","withdraw, defense-curl, rollout, attract, recycle, astonish, sucker-punch, draco-meteor, grassy-glide, tera-blast, pounce",40,40,80,40,40,20,2,5,8.0,squiggle,green,12.499999999999998,260,2.6643584,1.7747014209126397
841,flapple,"grass, dragon","ripen, gluttony, hustle","wing-attack, fly, take-down, hyper-beam, leech-seed, growth, solar-beam, withdraw, focus-energy, rest, substitute, snore, protect, scary-face, outrage, giga-drain, endure, attract, sleep-talk, dragon-breath, twister, sunny-day, facade, recycle, endeavor, astonish, bullet-seed, aerial-ace, iron-defense, magical-leaf, dragon-dance, u-turn, seed-bomb, air-slash, dragon-pulse, dragon-rush, energy-ball, giga-impact, draco-meteor, leaf-storm, grass-knot, heavy-slam, acid-spray, round, acrobatics, grassy-terrain, grav-apple, grassy-glide, dual-wingbeat, tera-blast, pounce, trailblaze",70,110,80,95,60,70,3,10,8.0,wings,green,11.11111111111111,485,9.325254399999999,43.48018481235967
842,appletun,"grass, dragon","ripen, gluttony, thick-fat","stomp, headbutt, body-slam, take-down, hyper-beam, leech-seed, growth, solar-beam, earthquake, recover, withdraw, light-screen, reflect, amnesia, rest, substitute, snore, curse, protect, outrage, giga-drain, endure, attract, sleep-talk, safeguard, sweet-scent, rain-dance, sunny-day, facade, helping-hand, superpower, recycle, astonish, bullet-seed, iron-defense, magical-leaf, gyro-ball, payback, seed-bomb, dragon-pulse, energy-ball, giga-impact, zen-headbutt, draco-meteor, leaf-storm, iron-head, grass-knot, heavy-slam, round, bulldoze, dragon-tail, grassy-terrain, high-horsepower, stomping-tantrum, body-press, apple-acid, grassy-glide, tera-blast, pounce, trailblaze",110,85,80,100,80,30,4,130,8.0,quadruped,green,81.24999999999999,485,3.9965376,103.82003312338944
843,silicobra,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap, take-down, earthquake, dig, screech, minimize, glare, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, sandstorm, endure, attract, sleep-talk, facade, rock-tomb, sand-tomb, mud-shot, poison-tail, rock-blast, last-resort, dragon-rush, earth-power, stone-edge, stealth-rock, coil, round, bulldoze, drill-run, belch, brutal-swing, scale-shot, skitter-smack, scorching-sands, tera-blast",52,57,75,35,50,46,22,76,8.0,squiggle,green,1.5702479338842972,315,6.12802432,142.70019185274353
844,sandaconda,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap, take-down, hyper-beam, earthquake, dig, screech, minimize, skull-bash, glare, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, outrage, sandstorm, endure, attract, sleep-talk, facade, endeavor, rock-tomb, sand-tomb, iron-defense, mud-shot, poison-tail, rock-blast, earth-power, giga-impact, thunder-fang, fire-fang, zen-headbutt, iron-head, stone-edge, stealth-rock, coil, round, bulldoze, drill-run, hurricane, high-horsepower, brutal-swing, body-press, scale-shot, skitter-smack, scorching-sands, tera-blast",72,107,125,65,70,71,38,655,8.0,squiggle,green,4.53601108033241,510,9.458472319999998,2929.9033800737516
845,cramorant,"flying, water",gulp-missile,"fly, fury-attack, take-down, thrash, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, peck, drill-peck, agility, amnesia, rest, substitute, thief, snore, reversal, protect, icy-wind, endure, steel-wing, attract, sleep-talk, rain-dance, whirlpool, uproar, stockpile, spit-up, swallow, facade, superpower, endeavor, dive, feather-dance, weather-ball, air-cutter, aerial-ace, water-pulse, roost, pluck, tailwind, assurance, aqua-ring, air-slash, brave-bird, giga-impact, defog, round, scald, acrobatics, hurricane, belch, throat-chop, liquidation, dual-wingbeat, tera-blast, pounce, chilling-water, aqua-cutter",70,85,55,85,95,85,8,180,8.0,wings,blue,28.124999999999993,475,11.323523199999999,1153.9995989484437
846,arrokuda,water,"swift-swim, propeller-tail","fury-attack, take-down, thrash, double-edge, bite, hydro-pump, surf, peck, agility, focus-energy, waterfall, swift, rest, slash, substitute, snore, protect, endure, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, brick-break, dive, bounce, water-pulse, acupressure, close-combat, assurance, poison-jab, night-slash, ice-fang, aqua-jet, round, scald, drill-run, laser-focus, throat-chop, psychic-fangs, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",41,63,40,40,30,66,5,10,8.0,fish,brown,4.0,280,8.792382719999999,38.65299694747729
847,barraskewda,water,"swift-swim, propeller-tail","fury-attack, take-down, double-edge, bite, hydro-pump, surf, ice-beam, blizzard, hyper-beam, peck, agility, focus-energy, waterfall, swift, rest, substitute, snore, protect, scary-face, endure, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, brick-break, dive, bounce, water-pulse, close-combat, assurance, poison-jab, giga-impact, ice-fang, aqua-jet, round, scald, drill-run, laser-focus, throat-chop, psychic-fangs, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",61,123,60,60,50,136,13,300,8.0,fish,brown,17.751479289940825,490,18.117637119999998,4923.7316221800265
848,toxel,"electric, poison","rattled, static, klutz","growl, acid, rest, substitute, snore, flail, protect, endure, charm, attract, sleep-talk, encore, facade, endeavor, metal-sound, round, belch, nuzzle, power-up-punch, tearful-look, tera-blast",40,38,35,54,35,40,4,110,8.0,upright,purple,68.74999999999999,242,5.3287168,156.1737250403123
849,toxtricity-amped,"electric, poison","punk-rock, plus, technician","mega-punch, fire-punch, thunder-punch, mega-kick, take-down, leer, growl, acid, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, screech, metronome, swift, rest, substitute, thief, snore, flail, protect, scary-face, sludge-bomb, endure, charm, swagger, spark, attract, sleep-talk, encore, rain-dance, sunny-day, uproar, facade, charge, taunt, helping-hand, brick-break, endeavor, hyper-voice, metal-sound, poison-tail, shock-wave, payback, fling, toxic-spikes, poison-jab, drain-punch, giga-impact, thunder-fang, discharge, gunk-shot, charge-beam, venoshock, sludge-wave, electro-ball, acid-spray, round, stored-power, hex, shift-gear, volt-switch, electroweb, wild-charge, snarl, belch, noble-roar, boomburst, eerie-impulse, electric-terrain, nuzzle, throat-chop, tearful-look, overdrive, rising-voltage, tera-blast, trailblaze, psychic-noise",75,98,70,114,70,75,16,400,8.0,upright,purple,15.624999999999996,502,9.991344,1996.53909852672
850,sizzlipede,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, fire-spin, smokescreen, defense-curl, leech-life, rest, substitute, flame-wheel, snore, protect, endure, rollout, attract, sleep-talk, sunny-day, crunch, heat-wave, facade, knock-off, bug-buzz, power-whip, bug-bite, venoshock, coil, round, scald, struggle-bug, heat-crash, lunge, fire-lash, burn-up, brutal-swing, skitter-smack, scorching-sands",50,65,45,50,50,45,7,10,8.0,tentacles,red,2.0408163265306127,305,5.9948064,17.96885188674048
851,centiskorch,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, flamethrower, hyper-beam, solar-beam, fire-spin, smokescreen, fire-blast, leech-life, rest, substitute, flame-wheel, snore, protect, endure, attract, sleep-talk, sunny-day, crunch, heat-wave, will-o-wisp, facade, overheat, flare-blitz, x-scissor, bug-buzz, giga-impact, thunder-fang, fire-fang, power-whip, bug-bite, venoshock, coil, round, scald, inferno, heat-crash, mystical-fire, lunge, fire-lash, burn-up, brutal-swing, skitter-smack, scorching-sands",100,115,65,90,90,65,30,1200,8.0,tentacles,red,13.333333333333334,525,8.6591648,4498.868102013542
852,clobbopus,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer, submission, seismic-toss, waterfall, rest, substitute, snore, reversal, protect, detect, endure, attract, sleep-talk, pain-split, rock-smash, facade, taunt, superpower, revenge, brick-break, dive, muddy-water, bulk-up, mud-shot, brine, feint, close-combat, payback, sucker-punch, focus-blast, soak, round, circle-throw, retaliate, work-up, power-up-punch, liquidation, coaching",50,68,60,50,50,32,6,40,8.0,tentacles,brown,11.11111111111111,310,4.26297344,36.345885100290865
853,grapploct,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer, hydro-pump, surf, hyper-beam, submission, dig, waterfall, rest, substitute, snore, reversal, protect, scary-face, octazooka, detect, endure, attract, sleep-talk, rock-smash, whirlpool, facade, taunt, superpower, revenge, brick-break, dive, muddy-water, bulk-up, mud-shot, brine, feint, close-combat, payback, drain-punch, focus-blast, giga-impact, round, retaliate, work-up, topsy-turvy, brutal-swing, stomping-tantrum, liquidation, octolock, skitter-smack, coaching",80,118,90,70,80,42,16,390,8.0,tentacles,blue,15.234374999999996,480,5.595152639999999,610.4617947655298
854,sinistea,ghost,"weak-armor, cursed-body","psybeam, mega-drain, psychic, night-shade, confuse-ray, withdraw, metronome, rest, substitute, snore, curse, spite, protect, giga-drain, endure, sleep-talk, baton-pass, sweet-scent, shadow-ball, will-o-wisp, memento, facade, trick, skill-swap, imprison, astonish, aromatherapy, magical-leaf, calm-mind, payback, sucker-punch, dark-pulse, nasty-plot, trick-room, wonder-room, psyshock, foul-play, round, stored-power, ally-switch, shell-smash, hex, phantom-force, aromatic-mist, poltergeist, tera-blast",40,45,45,74,54,50,1,2,8.0,ball,purple,19.999999999999996,308,6.660895999999999,4.4367535522815995
855,polteageist,ghost,"weak-armor, cursed-body","psybeam, hyper-beam, mega-drain, psychic, night-shade, confuse-ray, withdraw, light-screen, reflect, metronome, self-destruct, rest, substitute, snore, curse, spite, protect, giga-drain, endure, sleep-talk, pain-split, baton-pass, sweet-scent, shadow-ball, will-o-wisp, memento, facade, trick, skill-swap, imprison, astonish, aromatherapy, magical-leaf, calm-mind, payback, sucker-punch, dark-pulse, giga-impact, nasty-plot, trick-room, wonder-room, psyshock, foul-play, round, stored-power, ally-switch, shell-smash, hex, phantom-force, aromatic-mist, strength-sap, teatime, poltergeist, tera-blast",60,65,65,134,114,70,2,4,8.0,ball,purple,9.999999999999998,508,9.325254399999999,17.39207392494387
856,hatenna,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, baton-pass, psych-up, future-sight, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, healing-wish, dark-pulse, trick-room, psyshock, after-you, round, stored-power, heal-pulse, quash, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, nuzzle, psychic-terrain, life-dew, expanding-force, tera-blast",42,30,45,56,53,39,4,34,8.0,legs,pink,21.249999999999996,265,5.19549888,45.88845464053812
857,hattrem,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, baton-pass, psych-up, future-sight, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, healing-wish, dark-pulse, trick-room, psyshock, round, stored-power, heal-pulse, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, psychic-terrain, brutal-swing, life-dew, expanding-force, tera-blast",57,40,65,86,73,49,6,48,8.0,humanoid,pink,13.333333333333334,370,6.527678079999999,102.26539467866995
858,hatterene,"psychic, fairy","healer, anticipation, magic-bounce","swords-dance, psybeam, hyper-beam, thunder-wave, confusion, psychic, agility, light-screen, reflect, metronome, swift, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, safeguard, pain-split, baton-pass, psych-up, shadow-ball, future-sight, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, magical-leaf, calm-mind, gravity, healing-wish, power-swap, guard-swap, dark-pulse, giga-impact, shadow-claw, psycho-cut, trick-room, power-whip, wonder-room, psyshock, magic-room, round, stored-power, heal-pulse, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, mystical-fire, aromatic-mist, dazzling-gleam, psychic-terrain, brutal-swing, magic-powder, life-dew, expanding-force, misty-explosion, tera-blast, psychic-noise",57,90,95,136,103,29,21,51,8.0,blob,pink,1.1564625850340136,510,3.8633196799999996,38.05935932218201
859,impidimp,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick, thunder-wave, light-screen, reflect, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, fake-out, uproar, torment, flatter, facade, taunt, trick, revenge, fake-tears, assurance, fling, sucker-punch, dark-pulse, drain-punch, nasty-plot, foul-play, round, retaliate, parting-shot, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, throat-chop, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water",45,45,30,55,40,50,4,55,8.0,humanoid,pink,34.37499999999999,265,6.660895999999999,122.01072268774398
860,morgrem,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick, thunder-wave, light-screen, reflect, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, fake-out, uproar, torment, flatter, facade, taunt, trick, revenge, imprison, fake-tears, assurance, fling, sucker-punch, dark-pulse, drain-punch, nasty-plot, shadow-claw, foul-play, round, retaliate, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, throat-chop, false-surrender, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water",65,60,45,75,55,70,8,125,8.0,humanoid,pink,19.531249999999996,370,9.325254399999999,543.5023101544958
861,grimmsnarl,"dark, fairy","prankster, frisk, pickpocket","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, body-slam, take-down, bite, hyper-beam, low-kick, thunder-wave, light-screen, reflect, focus-energy, metronome, leech-life, rest, substitute, thief, snore, protect, scary-face, endure, swagger, attract, sleep-talk, crunch, fake-out, uproar, torment, flatter, facade, focus-punch, taunt, trick, superpower, revenge, brick-break, imprison, fake-tears, bulk-up, hammer-arm, assurance, fling, power-swap, sucker-punch, dark-pulse, drain-punch, focus-blast, giga-impact, nasty-plot, shadow-claw, power-whip, wonder-room, low-sweep, foul-play, round, retaliate, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, darkest-lariat, throat-chop, stomping-tantrum, body-press, spirit-break, false-surrender, burning-jealousy, lash-out, tera-blast, trailblaze, chilling-water",95,120,65,95,75,60,15,610,8.0,humanoid,purple,27.11111111111111,510,7.9930752,1948.6221601620787
862,obstagoon,"dark, normal","reckless, guts, defiant","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, pin-missile, leer, surf, ice-beam, blizzard, hyper-beam, submission, low-kick, counter, thunderbolt, thunder-wave, thunder, dig, screech, focus-energy, lick, swift, fury-swipes, rest, substitute, thief, snore, reversal, protect, scary-face, icy-wind, endure, attract, sleep-talk, iron-tail, cross-chop, rain-dance, sunny-day, shadow-ball, whirlpool, facade, taunt, helping-hand, trick, revenge, brick-break, hyper-voice, fake-tears, iron-defense, bulk-up, mud-shot, close-combat, payback, assurance, fling, night-slash, seed-bomb, x-scissor, switcheroo, giga-impact, shadow-claw, cross-poison, gunk-shot, grass-knot, hone-claws, round, retaliate, work-up, snarl, baby-doll-eyes, throat-chop, stomping-tantrum, body-press, obstruct, lash-out",93,90,101,60,81,95,16,460,8.0,upright,gray,17.968749999999996,520,12.6557024,3683.836474459412
863,perrserker,steel,"battle-armor, tough-claws, steely-spirit","pay-day, scratch, swords-dance, body-slam, take-down, thrash, double-edge, growl, hyper-beam, thunderbolt, thunder, dig, screech, metronome, amnesia, fury-swipes, rest, slash, substitute, thief, snore, curse, spite, protect, endure, charm, false-swipe, swagger, attract, sleep-talk, baton-pass, iron-tail, metal-claw, rain-dance, sunny-day, crunch, shadow-ball, fake-out, uproar, facade, taunt, helping-hand, brick-break, knock-off, endeavor, hyper-voice, fake-tears, metal-sound, iron-defense, gyro-ball, metal-burst, u-turn, close-combat, payback, assurance, fling, dark-pulse, seed-bomb, x-scissor, giga-impact, nasty-plot, shadow-claw, gunk-shot, iron-head, stealth-rock, hone-claws, heavy-slam, foul-play, round, retaliate, work-up, play-rough, throat-chop, steel-beam, lash-out, tera-blast, trailblaze, chilling-water",70,110,100,50,60,50,8,280,8.0,upright,brown,43.74999999999999,440,6.660895999999999,621.1454973194238
864,cursola,ghost,"weak-armor, perish-body","tackle, body-slam, pin-missile, disable, hydro-pump, surf, ice-beam, blizzard, hyper-beam, earthquake, dig, psychic, night-shade, screech, harden, light-screen, reflect, self-destruct, amnesia, leech-life, rest, rock-slide, substitute, snore, curse, spite, protect, perish-song, icy-wind, sandstorm, giga-drain, endure, attract, sleep-talk, safeguard, rain-dance, sunny-day, mirror-coat, ancient-power, shadow-ball, whirlpool, hail, will-o-wisp, facade, revenge, grudge, astonish, rock-tomb, icicle-spear, iron-defense, calm-mind, rock-blast, brine, power-gem, earth-power, giga-impact, stone-edge, stealth-rock, round, scald, hex, bulldoze, strength-sap, throat-chop, stomping-tantrum, liquidation, meteor-beam, burning-jealousy, poltergeist",60,95,50,145,130,30,10,4,8.0,arms,white,0.4,510,3.9965376,3.194462557642752
865,sirfetchd,fighting,"steadfast, scrappy","swords-dance, slam, sand-attack, body-slam, leer, peck, focus-energy, rest, substitute, snore, protect, detect, endure, fury-cutter, steel-wing, attract, sleep-talk, sunny-day, rock-smash, facade, helping-hand, superpower, revenge, brick-break, knock-off, iron-defense, leaf-blade, close-combat, assurance, poison-jab, brave-bird, defog, round, retaliate, final-gambit, work-up, first-impression, solar-blade, throat-chop, brutal-swing, meteor-assault, grassy-glide, coaching, dual-wingbeat",62,135,95,68,82,65,8,1170,8.0,wings,white,182.81249999999997,507,8.6591648,4386.396399463203
866,mr-rime,"ice, psychic","tangled-feet, screen-cleaner, ice-body","pound, mega-punch, ice-punch, double-kick, mega-kick, body-slam, ice-beam, blizzard, psybeam, hyper-beam, solar-beam, thunderbolt, thunder-wave, thunder, confusion, psychic, hypnosis, mimic, screech, light-screen, reflect, metronome, rest, substitute, thief, snore, protect, icy-wind, endure, charm, attract, sleep-talk, safeguard, baton-pass, encore, rapid-spin, rain-dance, sunny-day, mirror-coat, shadow-ball, future-sight, uproar, hail, facade, taunt, helping-hand, trick, role-play, recycle, brick-break, skill-swap, teeter-dance, slack-off, fake-tears, icicle-spear, iron-defense, block, calm-mind, payback, fling, copycat, power-swap, guard-swap, sucker-punch, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, avalanche, ice-shard, zen-headbutt, trick-room, grass-knot, wonder-room, psyshock, magic-room, foul-play, after-you, round, stored-power, ally-switch, freeze-dry, misty-terrain, dazzling-gleam, psychic-terrain, stomping-tantrum, expanding-force, triple-axel",80,85,75,110,100,70,15,582,8.0,humanoid,purple,25.866666666666667,520,9.325254399999999,2530.5467560793327
867,runerigus,"ground, ghost",wandering-spirit,"slam, disable, hyper-beam, earthquake, psychic, night-shade, haze, amnesia, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, destiny-bond, sandstorm, endure, mean-look, attract, sleep-talk, safeguard, rain-dance, shadow-ball, will-o-wisp, facade, taunt, trick, revenge, skill-swap, imprison, astonish, fake-tears, rock-tomb, sand-tomb, iron-defense, calm-mind, rock-blast, payback, power-swap, guard-swap, toxic-spikes, dark-pulse, dragon-pulse, energy-ball, earth-power, giga-impact, nasty-plot, shadow-claw, zen-headbutt, trick-room, stone-edge, stealth-rock, grass-knot, guard-split, power-split, wonder-room, round, ally-switch, hex, bulldoze, phantom-force, crafty-shield, brutal-swing, body-press, poltergeist",58,95,145,50,105,30,16,666,8.0,blob,gray,26.015624999999993,483,3.9965376,531.8780158475181
868,milcery,fairy,"sweet-veil, aroma-veil","tackle, recover, acid-armor, rest, substitute, snore, protect, sweet-kiss, endure, charm, attract, sleep-talk, sweet-scent, facade, helping-hand, aromatherapy, fling, last-resort, entrainment, round, stored-power, draining-kiss, misty-terrain, aromatic-mist, dazzling-gleam, baby-doll-eyes, tera-blast",45,40,40,50,61,34,2,3,8.0,ball,white,7.499999999999998,270,4.529409279999999,3.0773322638625165
869,alcremie,fairy,"sweet-veil, aroma-veil","tackle, hyper-beam, solar-beam, psychic, recover, light-screen, metronome, acid-armor, rest, tri-attack, substitute, snore, protect, sweet-kiss, giga-drain, endure, charm, attract, sleep-talk, safeguard, pain-split, encore, sweet-scent, psych-up, facade, helping-hand, endeavor, imprison, aromatherapy, fake-tears, magical-leaf, calm-mind, fling, last-resort, drain-punch, energy-ball, giga-impact, wonder-room, psyshock, magic-room, entrainment, round, stored-power, disarming-voice, draining-kiss, misty-terrain, play-rough, mystical-fire, aromatic-mist, dazzling-gleam, baby-doll-eyes, decorate, misty-explosion, tera-blast, alluring-voice",65,60,75,110,121,64,3,5,8.0,blob,white,5.555555555555555,495,8.52594688,18.172942550145432
870,falinks,fighting,"battle-armor, defiant","swords-dance, headbutt, tackle, body-slam, take-down, hyper-beam, counter, agility, screech, focus-energy, rest, rock-slide, substitute, snore, reversal, protect, endure, false-swipe, sleep-talk, megahorn, rain-dance, sunny-day, psych-up, rock-smash, beat-up, uproar, facade, helping-hand, superpower, revenge, brick-break, knock-off, endeavor, rock-tomb, iron-defense, bulk-up, close-combat, payback, assurance, poison-jab, focus-blast, giga-impact, zen-headbutt, iron-head, round, retaliate, first-impression, high-horsepower, throat-chop, lunge, smart-strike, no-retreat, body-press, coaching, tera-blast, trailblaze, upper-hand",65,100,100,70,60,75,30,620,8.0,heads,yellow,6.888888888888889,470,9.991344,3094.635602716416
